kanji,unicode,jumlah_goresan,joyo_status,joyo_urutan,kyouiku_kelas_sd,grade_kanjiapi,jlpt_baru,jlpt_lama,kanken_level,kanken_level_alt,kanken_kyu_resmi,kanken_dict_page,kanken_url,kanjipedia_url,freq_rank_mainichi_shinbun,on_yomi,kun_yomi,nanori,meanings_en,meaning_jp,bentuk_lama_kyuujitai,radikal_kanken,radikal_info_kanken,jukugo_contoh,jumlah_kosakata_terkait,antonim,sinonim,mirip_bentuk,varian,struktur_dekomposisi_kanjivg,elemen_kanjivg,radikal_kanjivg,radikal_posisi_kiri_kanan,radikal_posisi_atas_bawah,jis_menkuten,jis_unicode,jis_level,kategori_nama_anak,kanken_zititai_kubun,sumber
㴑,3D11,13,FALSE,,,,,,,,,,,,,,,,"[""to go against the stream"", ""to trace up to a source"", ""water""]",,,,,,0,,,,,,,,,,2-78-81,U+3D11,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㴞,3D1E,13,FALSE,,,,,,,,,,,,,,,,"[""fluent"", ""to fill"", ""to prevail""]",,,,,,0,,,,,,,,,,2-78-94,U+3D1E,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㵎,,15,FALSE,,,,,,準1,,配当外,245,https://kanji.jitenon.jp/kanjin/6522.html,https://www.kanjipedia.jp/kanji/0001114200,,"[""カン"", ""ケン""]","[""たに"", ""たにみず""]",,,たに。たにみず。谷川。,澗,氵,,,0,,,,,,,,,,,,,,旧字でない異体字,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": false, ""kanji_gabungan_4_kanjiapi"": true}"
㵤,3D64,17,FALSE,,,,,,,,,,,,,,,,"[""to overflow"", ""to spread""]",,,,,,0,,,,,,,,,,2-79-32,U+3D64,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㶚,3D9A,23,FALSE,,,,,,,,,,,,,"[""ハ"", ""バ""]",,,"[""name of a river in Shanxi""]",,,,,,0,,,,,,,,,,2-79-52,U+3D9A,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㷀,3DC0,11,FALSE,,,,,,,,,,,,,,,,"[""a kind of gambling game played in ancient times"", ""alone"", ""brotherless"", ""dice"", ""friendless"", ""helpless"", ""single"", ""solitary""]",,,,,,0,,,,,,,,,,2-79-80,U+3DC0,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㷔,3DD4,13,FALSE,,,,,,,,,,,,,,,,"[""blaze"", ""brilliant"", ""flame"", ""glowing""]",,,,,,0,,,,,,,,,,2-79-87,U+3DD4,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㸅,3E05,18,FALSE,,,,,,,,,,,,,,,,"[""ashes"", ""candle end""]",,,,,,0,,,,,,,,,,2-80-08,U+3E05,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㸿,3E3F,11,FALSE,,,,,,,,,,,,,,,,"[""a calf""]",,,,,,0,,,,,,,,,,1-87-70,U+3E3F,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㹠,3E60,9,FALSE,,,,,,,,,,,,,,"[""トン""]",,"[""small pig"", ""sucking pig"", ""to shuffle along without lifting the feet""]",,,,,,0,,,,,,,,,,2-80-31,U+3E60,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㹦,3E66,10,FALSE,,,,,,,,,,,,,,,,"[""dog with a short tail"", ""mink"", ""the marten"", ""the sable""]",,,,,,0,,,,,,,,,,2-80-33,U+3E66,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㹨,3E68,10,FALSE,,,,,,,,,,,,,,,,"[""a kind of animal (looks like weasel)"", ""an ape with black color and long tail""]",,,,,,0,,,,,,,,,,2-80-34,U+3E68,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㺃,3E83,14,FALSE,,,,,,,,,,,,,,,,"[""a dog"", ""canine""]",,,,,,0,,,,,,,,,,2-80-41,U+3E83,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㺔,3E94,17,FALSE,,,,,,,,,,,,,,,,"[""a kind of beast"", ""a legendary monster""]",,,,,,0,,,,,,,,,,2-80-48,U+3E94,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㽗,3F57,7,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,"[""畝"", ""畆""]",,,,,,2-81-20,U+3F57,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㽲,3F72,7,FALSE,,,,,,,,,,,,,,,,"[""disease"", ""griping colic"", ""illness""]",,,,,,0,,,,,,,,,,1-88-45,U+3F72,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㽵,3F75,8,FALSE,,,,,,,,,,,,,,,,"[""large farmhouse"", ""solemn""]",,,,,,0,,,,,,,,,,2-81-38,U+3F75,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㽷,3F77,9,FALSE,,,,,,,,,,,,,,,,"[""dropsy"", ""hydrophillic swelling""]",,,,,,0,,,,,,,,,,2-81-40,U+3F77,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㾮,3FAE,14,FALSE,,,,,,,,,,,,,,,,"[""jaundice""]",,,,,,0,,,,,,,,,,2-81-60,U+3FAE,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㿉,3FC9,17,FALSE,,,,,,,,,,,,,,,,"[""disease of the private part of the human body""]",,,,,,0,,,,,,,,,,2-81-71,U+3FC9,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
㿗,3FD7,21,FALSE,,,,,,,,,,,,,,,,"[""disease of the private part of the human body""]",,,,,,0,,,,,,,,,,2-81-76,U+3FD7,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䀹,4039,12,FALSE,,,,,,,,,,,,,,,,"[""fun"", ""having one eye smaller than the other"", ""jest"", ""joke"", ""pleasantry"", ""to wink eyelashes"", ""witticism""]",,,,,,0,,,,,,,,,,2-82-02,U+4039,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䁘,4058,15,FALSE,,,,,,,,,,,,,,,,"[""farsightedness (as a physical defect)"", ""hypermetropia"", ""pretty eyes"", ""to look at"", ""to look from a distance"", ""to see""]",,,,,,0,,,,,,,,,,2-82-13,U+4058,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䂓,4093,12,FALSE,,,,,,,,,,,,,,,,"[""a pair of compasses"", ""customs or usages"", ""laws"", ""regulations"", ""rules""]",,,,,,0,,,,,,,,,,2-82-25,U+4093,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䄅,4105,11,FALSE,,,,,,,,,,,,,,,,"[""to honor by a rite or service"", ""to offer sacrifices"", ""to worship""]",,,,,,0,,,,,,,,,,2-82-68,U+4105,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䅈,4148,11,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2-82-84,U+4148,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䅏,414F,12,FALSE,,,,,,,,,,,,,,,,"[""congee"", ""porridge"", ""rice boiled to gruel""]",,,,,,0,,,,,,,,,,2-82-87,U+414F,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䅣,4163,14,FALSE,,,,,,,,,,,,,,,,"[""a small coarse grain resembling sorghum"", ""a variety of panicled millet""]",,,,,,0,,,,,,,,,,2-82-93,U+4163,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䆴,41B4,16,FALSE,,,,,,,,,,,,,,,,"[""(abbreviated form)""]",,,,,,0,,,,,,,,,,2-83-19,U+41B4,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䆿,41BF,19,FALSE,,,,,,,,,,,,,,,,"[""somniloquy"", ""to talk in sleep""]",,,,,,0,,,,,,,,,,2-83-23,U+41BF,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䇦,41E6,11,FALSE,,,,,,,,,,,,,,,,"[""a kind of bamboo"", ""bamboo shoot"", ""colorless bamboo""]",,,,,,0,,,,,,,,,,2-83-39,U+41E6,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䇮,41EE,12,FALSE,,,,,,,,,,,,,,,,"[""a bamboo mat used in ancient times"", ""a sleeping mat""]",,,,,,0,,,,,,,,,,2-83-43,U+41EE,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䇳,41F3,12,FALSE,,,,,,,,,,,,,,,,"[""a document"", ""a memoradum tablet"", ""a note"", ""fancy notepaper"", ""slip of paper""]",,,,,,0,,,,"[""箋""]",,,,,,2-83-40,U+41F3,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䈇,4207,14,FALSE,,,,,,,,,,,,,,,,"[""a basket used to catch fish"", ""a cover"", ""a shade""]",,,,,,0,,,,,,,,,,2-83-51,U+4207,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䈎,420E,15,FALSE,,,,,,,,,,,,,,,,"[""a leaf"", ""a leaf of a door"", ""a lobe of the lungs or liver"", ""the page of a book""]",,,,,,0,,,,,,,,,,2-83-55,U+420E,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䉤,4264,19,FALSE,,,,,,,,,,,,,,,,"[""a bamboo ware for washing rice"", ""a measuring unit used in ancient times"", ""equal to 16 Chinese peck""]",,,,,,0,,,,,,,,,,1-89-77,U+4264,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䋆,42C6,10,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,"[""綛""]",,,,,,2-84-11,U+42C6,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䋖,42D6,12,FALSE,,,,,,,,,,,,,,,,"[""a gown"", ""a long dress"", ""long""]",,,,,,0,,,,,,,,,,2-84-22,U+42D6,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䋝,42DD,12,FALSE,,,,,,,,,,,,,,,,"[""a fringe"", ""a throat-band"", ""chin strap for holding the hat"", ""tassel""]",,,,,,0,,,,,,,,,,2-84-27,U+42DD,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䌂,4302,15,FALSE,,,,,,,,,,,,,,,,"[""in ancient times, article for preparing the body for the coffin (something slipped on the hand of the dead)""]",,,,,,0,,,,,,,,,,2-84-46,U+4302,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䌫,432B,22,FALSE,,,,,,,,,,,,,,,,"[""a cable"", ""a hawser"", ""a rope""]",,,,,,0,,,,,,,,,,2-84-61,U+432B,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䍃,4343,10,FALSE,,,,,,,,,,,,,,,,"[""a pitcher"", ""a vase"", ""earthenware""]",,,,,,0,,,,,,,,,,2-84-65,U+4343,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䏮,43EE,13,FALSE,,,,,,,,,,,,,,,,"[""the flank"", ""the sides of the trunk from armpits to ribs""]",,,,,,0,,,,,,,,,,2-85-30,U+43EE,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䏰,43F0,14,FALSE,,,,,,,,,,,,,,,,"[""a kind of insects"", ""durable"", ""earthworm"", ""pliable yet tough"", ""strong and soft""]",,,,,,0,,,,,,,,,,2-85-34,U+43F0,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䐈,4408,15,FALSE,,,,,,,,,,,,,,,,"[""a piece of one foot two inches dried seasoned meat"", ""bowels"", ""grease, lard, etc."", ""rotten fat"", ""to attach to"", ""to glue"", ""to paste up"", ""to stick up""]",,,,,,0,,,,,,,,,,2-85-40,U+4408,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䐗,4417,16,FALSE,,,,,,,,,,,,,,,,"[""a pig"", ""the abdomen"", ""the belly""]",,,,,,0,,,,,,,,,,2-85-42,U+4417,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䐜,441C,17,FALSE,,,,,,,,,,,,,,,,"[""a swelled belly"", ""drop-sical"", ""inflated"", ""to swell""]",,,,,,0,,,,,,,,,,2-85-44,U+441C,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䐢,4422,17,FALSE,,,,,,,,,,,,,,,,"[""beautiful"", ""delicacies"", ""dried and seasoned meat"", ""elegant"", ""excellent food"", ""to contract"", ""to wrinkle""]",,,,,,0,,,,,,,,,,2-85-47,U+4422,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䑓,4453,13,FALSE,,,,,,,,,,,,,,,,"[""a lookout"", ""a platform"", ""a stage"", ""a terrace"", ""a tower""]",,,,,,0,,,,,,,,,,1-90-57,U+4453,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䑛,445B,11,FALSE,,,,,,,,,,,,,,,,"[""to lick""]",,,,,,0,,,,,,,,,,1-90-58,U+445B,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䑶,4476,14,FALSE,,,,,,,,,,,,,,,,"[""light boat"", ""sprightly boat""]",,,,,,0,,,,,,,,,,2-85-76,U+4476,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䑺,447A,15,FALSE,,,,,,,,,,,,,,,,"[""a sail (of a boat)""]",,,,,,0,,,,,,,,,,2-85-78,U+447A,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䒑,4491,6,FALSE,,,,,,,,,,,,,,,,"[""grass"", ""herbs"", ""straw"", ""weeds""]",,,,,,0,,,,,,,,,,2-85-87,U+4491,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䒳,44B3,12,FALSE,,,,,,,,,,,,,,,,"[""a bud"", ""a cluster of flowers"", ""a flower"", ""lobe of the ear""]",,,,,,0,,,,,,,,,,2-86-21,U+44B3,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䒾,44BE,12,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2-86-18,U+44BE,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䓔,44D4,13,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2-86-20,U+44D4,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䔈,4508,16,FALSE,,,,,,,,,,,,,,,,"[""lush growth of grass"", ""trees and fruits""]",,,,,,0,,,,,,,,,,2-86-57,U+4508,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䔍,450D,16,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2-86-52,U+450D,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䔥,4525,17,FALSE,,,,,,,,,,,,,,,,"[""common variety of artemisia""]",,,,,,0,,,,,,,,,,2-86-77,U+4525,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䕃,4543,18,FALSE,,,,,,,,,,,,,,,,"[""the shade of a tree"", ""to cover or screen"", ""to cover up""]",,,,,,0,,,,,,,,,,2-86-78,U+4543,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䖝,459D,7,FALSE,,,,,,,,,,,,,,,,"[""insects"", ""worms""]",,,,,,0,,,,,,,,,,1-91-49,U+459D,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䖸,45B8,13,FALSE,,,,,,,,,,,,,,,,"[""moth""]",,,,,,0,,,,,,,,,,2-87-47,U+45B8,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䗥,45E5,17,FALSE,,,,,,,,,,,,,,,,"[""a kind of gad-fly"", ""lice on cattle"", ""the solitary wasp""]",,,,,,0,,,,,,,,,,2-87-76,U+45E5,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䗪,45EA,17,FALSE,,,,,,,,,,,,,,,,"[""a kind of worm"", ""can be used in Chinese medicine""]",,,,,,0,,,,,,,,,,1-91-64,U+45EA,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䘏,460F,9,FALSE,,,,,,,,,,,,,,,,"[""pity"", ""sympathy""]",,,,,,0,,,,,,,,,,2-88-04,U+460F,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䙁,4641,14,FALSE,,,,,,,,,,,,,,,,"[""a mat for wrapping garments"", ""children's garments""]",,,,,,0,,,,,,,,,,2-88-26,U+4641,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䙥,4665,19,FALSE,,,,,,,,,,,,,,,,"[""shiny dresses""]",,,,,,0,,,,,,,,,,2-88-35,U+4665,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䚡,46A1,16,FALSE,,,,,,,,,,,,,,,,"[""bones in a horn of cattle and goat""]",,,,,,0,,,,,,,,,,2-88-46,U+46A1,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䚯,46AF,9,FALSE,,,,,,,,,,,,,,,,"[""sound"", ""to quell (uprising, rebellion, etc.) to punish (another nation, etc.) by force of arms"", ""tone"", ""voice""]",,,,,,0,,,,,,,,,,2-88-51,U+46AF,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䜌,470C,19,FALSE,,,,,,,,,,,,,,,,"[""chaos"", ""confused"", ""confusion"", ""continuous"", ""distraction"", ""to manage"", ""uninterruptedto tie together""]",,,,,,0,,,,,,,,,,2-88-75,U+470C,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䝤,4764,19,FALSE,,,,,,,,,,,,,,,,"[""a primitive tribe in southwest China"", ""nocturnal hunting""]",,,,,,0,,,,,,,,,,2-89-09,U+4764,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䟽,47FD,14,FALSE,,,,,,,,,,,,,,,,"[""scattered or dispersed""]",,,,,,0,,,,,,,,,,2-89-31,U+47FD,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䠖,4816,16,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2-89-41,U+4816,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䡄,4844,9,FALSE,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1-92-43,U+4844,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䡎,484E,11,FALSE,,,,,,,,,,,,,,,,"[""a capstan"", ""a pulley"", ""a windlass""]",,,,,,0,,,,,,,,,,2-89-60,U+484E,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䢵,48B5,11,FALSE,,,,,,,,,,,,,,,,"[""name of a place in today's Jiangsu province"", ""name of an old country in today's Hubei province""]",,,,,,0,,,,,,,,,,2-90-07,U+48B5,4,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
䦰,49B0,19,FALSE,,,,,,,,,,,,,,,,"[""lots"", ""to draw lots""]",,,,,,0,,,,"[""鬮""]",,,,,,1-93-56,U+49B0,3,,,"{""kanji_gabungan_1"": true, ""kanji_gabungan_2_kanjivg"": false, ""kanji_gabungan_3_kanjidic2"": true, ""kanji_gabungan_4_kanjiapi"": true}"
