level	frequency	NoteID	VocabKanji	VocabPitch	VocabPoS	VocabFurigana	VocabDefID	VocabPlus	VocabAudio	SentType1	SentKanji1	SentFurigana1	SentDefID1	SentAudio1	SentType2	SentKanji2	SentFurigana2	SentDefID2	SentAudio2	SentType3	SentKanji3	SentFurigana3	SentDefID3	SentAudio3	SentType4	SentKanji4	SentFurigana4	SentDefID4	SentAudio4	Sort	Alt1	Alt2	Tags
N5	頻度未定 (Belum Ditentukan)	0b4a564e-2ed7-11ef-a183-99ad05e145f0	おばあさん	②	名	おばあさん	nenek (dari pihak ayah/ibu); sebutan akrab untuk wanita lanjut usia		[sound:おばあさん_オバ＼ーサン_2_NHK-2016-260118.mp3]		あなたのおばあさんはお元気ですか	あなたの<b>おばあさん</b>はお 元気[げんき]ですか	Apakah nenekmu sehat?	[sound:voicepeak-58b3c5cab3fd4c5a-260118.mp3]	対	おじいさん	おじいさん	kakek; sebutan akrab untuk pria lanjut usia	[sound:おじいさん_オジ＼ーサン_2_NHK-2016-260118.mp3]											1.0156			
N5	頻度未定 (Belum Ditentukan)	0cf8fbf8-2ed7-11ef-a183-99ad05e145f0	おばさん	⓪	名	おばさん	bibi, tante; sebutan untuk wanita dewasa lain (bukan kerabat)	伯母さん・叔母さん	[sound:おばさん_オバサン━_0_NHK-2016-260118.mp3]		おばさん一家が遊びに来ました	<b>おばさん</b> 一家[いっか]が 遊[あそ]びに 来[き]ました	Keluarga bibi datang berkunjung	[sound:voicepeak-3cf6249195e14326-260118.mp3]	対	おじさん	おじさん	paman, om; sebutan untuk pria dewasa lain (bukan kerabat)	[sound:おじさん_オジサン━_0_NHK-2016-260118.mp3]											1.0154			
N5	頻度未定 (Belum Ditentukan)	79b6923c-679e-11ef-89c9-3b0955f1365d	おはよう	⓪	感	おはよう	selamat pagi		[sound:おはよう_オハヨー━_0_NHK-2016-260118.mp3]		おはようございます	<b>おはよう</b>ございます	(cara sopan) selamat pagi	[sound:おはようございます_オハヨーゴザイマ＼ス_8_Shinmeikai-8-260118.mp3]																1.0067			
N5	頻度未定 (Belum Ditentukan)	6cd22142-b061-11ef-b775-e7560ea47657	おめでとう	⓪	感	おめでとう	selamat		[sound:おめでとう_オメデトー━_0_NHK-2016-260118.mp3]		新年おめでとう	新年[しんねん]<b>おめでとう</b>	Selamat tahun baru	[sound:voicepeak-256888612a7e4a14-260118.mp3]		ご入学おめでとう	ご 入学[にゅうがく]<b>おめでとう</b>	Selamat atas masuknya ke sekolah baru	[sound:voicepeak-1a3bf31c258448b5-260118.mp3]											1.0073			
N5	頻度未定 (Belum Ditentukan)	0b75efca-2ed7-11ef-a183-99ad05e145f0	おもちゃ	②	名	おもちゃ	mainan; sesuatu yang dijadikan permainan		[sound:おもちゃ_オモ＼チャ_2_NHK-2016-260118.mp3]		おもちゃの自動車	<b>おもちゃ</b>の 自動車[じどうしゃ]	Mobil-mobilan (mainan)	[sound:voicepeak-22904d5588414cca-260119.mp3]		人の気持ちをおもちゃにするな	人[ひと]の 気持[きも]ちを<b>おもちゃ</b>にするな	Jangan mempermainkan perasaan orang lain	[sound:voicepeak-48e56cc90caa49b7-260119.mp3]											1.0385			
N5	頻度未定 (Belum Ditentukan)	0b4a6eae-2ed7-11ef-a183-99ad05e145f0	お兄さん	②	名	おにいさん	kakak laki-laki; sebutan untuk pria muda		[sound:お兄さん_オニ＼ーサン_2_NHK-2016-260118.mp3]		あなたのお兄さんは何歳？	あなたの<b>お 兄[にい]さん</b>は 何[なん] 歳[さい]	Kakak laki-lakimu umur berapa?	[sound:voicepeak-7f006762f2774223-260118.mp3]		ちょっとお兄さん	ちょっと<b>お 兄[にい]さん</b>	Permisi, Mas!	[sound:voicepeak-55d9ac89a66b49c5-260118.mp3]	対	お姉さん	お 姉[ねえ]さん	kakak perempuan; sebutan untuk wanita muda	[sound:お姉さん_オネ＼ーサン_2_NHK-2016-260118.mp3]						1.0149			
N5	頻度未定 (Belum Ditentukan)	0b4a7f5c-2ed7-11ef-a183-99ad05e145f0	お姉さん	②	名	おねえさん	kakak perempuan; sebutan untuk wanita muda		[sound:お姉さん_オネ＼ーサン_2_NHK-2016-260118.mp3]		昨日、あなたのお姉さんに会ったよ	昨日[きのう]、あなたの<b>お 姉[ねえ]さん</b>に 会[あ]ったよ	Kemarin aku bertemu kakak perempuanmu, lho	[sound:voicepeak-04-昨日、あなたのお姉さんに会ったよ-260118.mp3]	対	お兄さん	お 兄[にい]さん	kakak laki-laki; sebutan untuk pria muda	[sound:お兄さん_オニ＼ーサン_2_NHK-2016-260118.mp3]											1.015			
N5	頻度未定 (Belum Ditentukan)	0bc09264-2ed7-11ef-a183-99ad05e145f0	お子さん	⓪	名	おこさん	putra-putri Anda (sebutan sopan untuk anak orang lain)		[sound:お子さん_オコサン━_0_NHK-2016-260118.mp3]		お子さんは何人ですか	<b>お 子[こ]さん</b>は 何人[なんにん]ですか	Anak Anda ada berapa?	[sound:voicepeak-e1888633e24a448a-260118.mp3]																1.0162			
N5	頻度未定 (Belum Ditentukan)	0bc09b24-2ed7-11ef-a183-99ad05e145f0	お昼	②	名	おひる	siang hari; makan siang		[sound:お昼_オヒ＼ル_2_NHK-2016-260118.mp3]		お昼までには戻ります	<b>お 昼[ひる]</b>までには 戻[もど]ります	Akan kembali sebelum siang	[sound:voicepeak-f3fe016e1f064c0e-260118.mp3]		お昼にしましょう	<b>お 昼[ひる]</b>にしましょう	Ayo makan siang	[sound:voicepeak-3579f1e4d37b4a68-260118.mp3]											1.0213			
N5	頻度未定 (Belum Ditentukan)	0b4a9fbe-2ed7-11ef-a183-99ad05e145f0	お母さん	②	名	おかあさん	ibu, mama		[sound:お母さん_オカ＼ーサン_2_NHK-2016-260118.mp3]		彼女はもうお母さんになったよ	彼女[かのじょ]はもう<b>お 母[かあ]さん</b>になったよ	Dia sudah menjadi seorang ibu, lho	[sound:voicepeak-2bcac64b85fe4cc9-260118.mp3]	対	お父さん	お 父[とう]さん	ayah, papa	[sound:お父さん_オト＼ーサン_2_NHK-2016-260118.mp3]											1.0148			
N5	頻度未定 (Belum Ditentukan)	0b4a9776-2ed7-11ef-a183-99ad05e145f0	お父さん	②	名	おとうさん	ayah, papa		[sound:お父さん_オト＼ーサン_2_NHK-2016-260118.mp3]		お父さんは会社員です	<b>お 父[とう]さん</b>は 会社[かいしゃ] 員[いん]です	Ayah adalah karyawan perusahaan	[sound:voicepeak-5bdb244bf06d46ad-260118.mp3]	対	お母さん	お 母[かあ]さん	ibu, mama	[sound:お母さん_オカ＼ーサン_2_NHK-2016-260118.mp3]											1.0147			
N5	頻度未定 (Belum Ditentukan)	0b4a8f74-2ed7-11ef-a183-99ad05e145f0	お茶	⓪	名	おちゃ	teh; istirahat sejenak di sela pekerjaan		[sound:お茶_オチャ━_0_NHK-2016-260118.mp3]		お茶を入れましょうか	<b>お 茶[ちゃ]</b>を 入[い]れましょうか	Aku buatkan teh, ya?	[sound:voicepeak-099655fb74ad4ebc-260119.mp3]		そろそろお茶にしよう	そろそろ<b>お 茶[ちゃ]</b>にしよう	Ayo istirahat sebentar	[sound:voicepeak-ff9e34572e274a20-260119.mp3]											1.0426			
N5	頻度未定 (Belum Ditentukan)	68dcbd2e-679e-11ef-89c9-3b0955f1365d	お願い	⓪	名	おねがい	permintaan, permohonan		[sound:お願い_オネカ゚イ━_0_NHK-2016-260118.mp3]		お願いします	<b>お 願[ねが]い</b>します	Mohon bantuannya	[sound:voicepeak-19c9427b117c415b-260120.mp3]																1.0523			
N5	頻度未定 (Belum Ditentukan)	0b4aa7de-2ed7-11ef-a183-99ad05e145f0	カップ	①	名	cup	cangkir (bergagang); piala, trofi		[sound:カップ_カ＼ップ_1_NHK-2016-260118.mp3]		コーヒーカップ	コーヒー<b>カップ</b>	Cangkir kopi	[sound:voicepeak-28c7fa7148c8441c-260119.mp3]		優勝カップ	優勝[ゆうしょう]<b>カップ</b>	Piala juara	[sound:voicepeak-51d4cae456fb4d06-260119.mp3]											1.0399			
N5	頻度未定 (Belum Ditentukan)	0b4ab030-2ed7-11ef-a183-99ad05e145f0	かばん	⓪	名	かばん	tas (dari kulit atau kain, dsb.), tas jinjing	鞄	[sound:かばん_カバン━_0_NHK-2016-260118.mp3]		その黒いかばんはぼくのです	その 黒[くろ]い<b>かばん</b>はぼくのです	Tas hitam itu punya saya	[sound:voicepeak-ac3651c3b65a4de4-260118.mp3]	関	バッグ	バッグ	tas, tas tangan	[sound:バッグ_バ＼ッグ_1_NHK-2016-260118.mp3]											1.0253			
N5	頻度未定 (Belum Ditentukan)	0b4ab832-2ed7-11ef-a183-99ad05e145f0	カメラ	①	名	camera	kamera		[sound:カメラ_カ＼メラ_1_NHK-2016-260118.mp3]		カメラで写真を撮る	<b>カメラ</b>で 写真[しゃしん]を 撮[と]る	Memotret dengan kamera	[sound:voicepeak-39ab1e8c074a4ffb-260119.mp3]																1.04			
N5	頻度未定 (Belum Ditentukan)	0b4ad0b0-2ed7-11ef-a183-99ad05e145f0	カレー	⓪	名	curry	kari		[sound:カレー_カレー━_0_NHK-2016-260118.mp3]		カレーライス	<b>カレー</b>ライス	Nasi kari	[sound:カレーライス_カレーラ＼イス_4_NHK-2016-260118.mp3]																1.0402			
N5	頻度未定 (Belum Ditentukan)	0b4ad8bc-2ed7-11ef-a183-99ad05e145f0	かわいい	③	イ形	かわいい	lucu, imut	可愛い	[sound:かわいい_カワイ＼イ_3_NHK-2016-260118.mp3]		彼女の赤ちゃんは可愛いです	彼女[かのじょ]の 赤[あか]ちゃんは<b>かわいい</b>です	Bayinya lucu	[sound:voicepeak-a2cb28fc5d5a4f3c-260119.mp3]																1.0381			
N5	頻度未定 (Belum Ditentukan)	0b479dbe-2ed7-11ef-a183-99ad05e145f0	〜か月		接尾	〜かげつ	...bulan (satuan waktu)		[sound:voicepeak-0-か月-260119.mp3]		1年は12か月です	1 年[ねん]は12<b>か 月[げつ]</b>です	Satu tahun ada 12 bulan	[sound:voicepeak-1cc64aa1970b4ea4-260119.mp3]		治療に三か月かかった	治療[ちりょう]に 三[さん]<b>か 月[げつ]</b>かかった	Pengobatan memakan waktu tiga bulan	[sound:voicepeak-523b0b7d60fe49e0-260119.mp3]											1.0338			
N5	頻度未定 (Belum Ditentukan)	0b4ae0dc-2ed7-11ef-a183-99ad05e145f0	ギター	①	名	guitar	gitar		[sound:ギター_ギ＼ター_1_NHK-2016-260118.mp3]		ギターを弾く	<b>ギター</b>を 弾[ひ]く	Bermain gitar	[sound:voicepeak-b829b546f767452c-260119.mp3]																1.0404			
N5	頻度未定 (Belum Ditentukan)	0b4afb8a-2ed7-11ef-a183-99ad05e145f0	きれい	①	ナ形	きれい	cantik, indah; bersih, rapi	奇麗・綺麗	[sound:きれい_キ＼レー_1_NHK-2016-260118.mp3]		彼女はとてもきれいだ	彼女[かのじょ]はとても<b>きれい</b>だ	Dia sangat cantik	[sound:voicepeak-ed742e47012641eb-260119.mp3]		きれいな水	<b>きれい</b>な 水[みず]	Air yang bersih	[sound:voicepeak-7a6f438516d54e00-260119.mp3]											1.032			
N5	頻度未定 (Belum Ditentukan)	0b4b0bac-2ed7-11ef-a183-99ad05e145f0	くださる	③	他動1・補動	くださる	memberi(kan) (bentuk hormat)	下さる；Bentuk hormat (keigo) dari 「与える」「くれる」	[sound:くださる_クダサ＼ル_3_NHK-2016-260118.mp3]		先生が手紙を下さいました	先生[せんせい]が 手紙[てがみ]を<b> 下[くだ]さい</b>ました	Guru memberikan surat (kepada saya)	[sound:voicepeak-96d01b8dd572490d-260120.mp3]																1.0557			
N5	頻度未定 (Belum Ditentukan)	0b6b5ad8-2ed7-11ef-a183-99ad05e145f0	クッキー	①	名	cookie	kukis, biskuit		[sound:クッキー_ク＼ッキー_1_NHK-2016-260118.mp3]		クッキーと紅茶をいただきました	<b>クッキー</b>と 紅茶[こうちゃ]をいただきました	Saya menikmati kukis dan teh	[sound:voicepeak-723635da575c47bd-260119.mp3]																1.0387			
N5	頻度未定 (Belum Ditentukan)	0b4b13f4-2ed7-11ef-a183-99ad05e145f0	クラス	①	名	class	kelas (sekolah); tingkatan, kelas (kategori)		[sound:クラス_ク＼ラス_1_NHK-2016-260118.mp3]		この学校は1クラス30人です	この 学校[がっこう]は1<b>クラス</b>30 人[にん]です	Sekolah ini satu kelas berisi 30 orang	[sound:voicepeak-8602ca26948243b4-260119.mp3]		彼はビジネスクラスに乗った	彼[かれ]はビジネス<b>クラス</b>に 乗[の]った	Dia naik kelas bisnis	[sound:voicepeak-6543e0b824134780-260119.mp3]											1.037			
N5	頻度未定 (Belum Ditentukan)	0b47be0c-2ed7-11ef-a183-99ad05e145f0	グラム	①⓪	名	gram；(法) gramme	gram		[sound:グラム_グラム━_0_NHK-2016-260118.mp3]		ひき肉を200グラムください	ひき 肉[にく]を200<b>グラム</b>ください	Tolong beri saya 200 gram daging cincang	[sound:voicepeak-51f5e2a7d5f349c8-260119.mp3]																1.0411			
N5	頻度未定 (Belum Ditentukan)	0b6b96a6-2ed7-11ef-a183-99ad05e145f0	くれる	⓪	他動2・補動	くれる	memberi (kepada saya/pihak saya)		[sound:くれる_クレル━_0_NHK-2016-260118.mp3]		友達が誕生日プレゼントをくれた	友達[ともだち]が 誕生[たんじょう] 日[び]プレゼントを<b>くれた</b>	Teman memberiku hadiah ulang tahun	[sound:voicepeak-0f68490deee44f0a-260119.mp3]	対	やる	やる	melakukan; memberi (dari atasan ke bawahan, orang ke hewan, dsb.)	[sound:やる_ヤル━_0_NHK-2016-260118.mp3]											1.0373			
N5	頻度未定 (Belum Ditentukan)	0b4b24ca-2ed7-11ef-a183-99ad05e145f0	ケーキ	①	名	cake	kue		[sound:ケーキ_ケ＼ーキ_1_NHK-2016-260118.mp3]		誕生日にケーキを食べました	誕生[たんじょう] 日[び]に<b>ケーキ</b>を 食[た]べました	Makan kue saat ulang tahun	[sound:voicepeak-5dbbb679efcd4cf2-260119.mp3]																1.0369			
N5	頻度未定 (Belum Ditentukan)	0b6bc07c-2ed7-11ef-a183-99ad05e145f0	こう	⓪①	副	こう	begini, seperti ini		[sound:こう_コー━_0_NHK-2016-260118.mp3]		こう小さい字は読めない	<b>こう</b> 小[ちい]さい 字[じ]は 読[よ]めない	Tulisan sekecil ini tidak bisa dibaca	[sound:voicepeak-8377ecc11037488e-260118.mp3]																1.0104			
N5	頻度未定 (Belum Ditentukan)	0bc18d04-2ed7-11ef-a183-99ad05e145f0	こういう	⓪	連体	こういう	seperti ini, jenis ini		[sound:voicepeak-0-こういう-260118.mp3]		こういうこと	<b>こういう</b>こと	Hal seperti ini	[sound:voicepeak-1dc64e3e86954c51-260118.mp3]																1.0106			
N5	頻度未定 (Belum Ditentukan)	0b4b2cc2-2ed7-11ef-a183-99ad05e145f0	コート	①	名	coat	mantel, jas		[sound:コート_コ＼ート_1_NHK-2016-260118.mp3]		寒かったのでコートを着た	寒[さむ]かったので<b>コート</b>を 着[き]た	Karena dingin, aku memakai mantel	[sound:voicepeak-555e4ac8ca3e47cb-260119.mp3]		レインコート	レイン<b>コート</b>	Jas hujan	[sound:レインコート_レインコ＼ート_4_NHK-2016-260118.mp3]											1.0368			
N5	頻度未定 (Belum Ditentukan)	0b4b34d8-2ed7-11ef-a183-99ad05e145f0	コーヒー	③	名	coffee	kopi		[sound:コーヒー_コーヒ＼ー_3_NHK-2016-260118.mp3]		私は毎朝コーヒーを飲みます	私[わたし]は 毎朝[まいあさ]<b>コーヒー</b>を 飲[の]みます	Aku minum kopi setiap pagi	[sound:voicepeak-bd22cee94b3a46b4-260119.mp3]																1.0427			
N5	頻度未定 (Belum Ditentukan)	0b4b4554-2ed7-11ef-a183-99ad05e145f0	ここ	⓪	代	ここ	(merujuk benda di dekat pembicara) di sini; (tempat yang ditunjuk pembicara sendiri) di sini		[sound:ここ_ココ━_0_NHK-2016-260118.mp3]		ここに本があります	<b>ここ</b>に 本[ほん]があります	Di sini ada buku	[sound:voicepeak-8b9cb496d4ab40db-260118.mp3]		ここがぼくの家だ	<b>ここ</b>がぼくの 家[いえ]だ	Di sinilah rumahku	[sound:voicepeak-5025ae4434d54c33-260118.mp3]											1.0086			
N5	頻度未定 (Belum Ditentukan)	0b4b4d60-2ed7-11ef-a183-99ad05e145f0	こちら	⓪	代	こちら	(menunjukkan arah/tempat pembicara) sini; (orang di pihak pembicara atau di sebelahnya) orang ini, beliau ini		[sound:こちら_コチラ━_0_NHK-2016-260118.mp3]		受付はこちらです	受付[うけつけ]は<b>こちら</b>です	Resepsionis ada di sini	[sound:voicepeak-4a3a03754b674f83-260118.mp3]		こちらは田中さんです	<b>こちら</b>は 田中[たなか]さんです	Ini Bapak/Ibu Tanaka	[sound:voicepeak-bdd7e3b8aa2c4d0c-260118.mp3]											1.0094			
N5	頻度未定 (Belum Ditentukan)	0b4b55a8-2ed7-11ef-a183-99ad05e145f0	こっち	③	代	こっち	sini, sebelah sini; yang ini; aku, kami	Bentuk kasual/informal dari 「こちら」	[sound:こっち_コッチ＼_3_NHK-2016-260118.mp3]		こっちに来てください	<b>こっち</b>に 来[き]てください	Tolong ke sini	[sound:voicepeak-01d48e572aa0418d-260118.mp3]		こっちのほうがいい	<b>こっち</b>のほうがいい	Yang ini lebih baik	[sound:voicepeak-13280fff9f354fac-260118.mp3]		こっちにも考えがある	<b>こっち</b>にも 考[かんが]えがある	Aku juga punya pertimbangan sendiri	[sound:voicepeak-012b024b56464613-260118.mp3]						1.009			
N5	頻度未定 (Belum Ditentukan)	0b4b5e18-2ed7-11ef-a183-99ad05e145f0	コップ	⓪	名	(オ) kop	gelas (silinder, dari kaca/plastik, dsb.)		[sound:コップ_コップ━_0_NHK-2016-260118.mp3]		紙コップ	紙[かみ]<b>コップ</b>	Gelas kertas	[sound:紙コップ_カミコ＼ップ_3_NHK-2016-260118.mp3]		コップ1杯の水をごくごくと飲んだ	<b>コップ</b> 1杯[いっぱい]の 水[みず]をごくごくと 飲[の]んだ	Minum segelas air dengan tegukan besar	[sound:voicepeak-16-コップ1杯の水をごくごくと飲んだ-260119.mp3]	関	カップ	カップ	cangkir (bergagang); piala, trofi; gelas ukur	[sound:かっぷ_カップ━_0_NHK-2016-260118.mp3]						1.0376			
N5	頻度未定 (Belum Ditentukan)	0b4b664c-2ed7-11ef-a183-99ad05e145f0	この	⓪	連体	この	(merujuk sesuatu yang dekat dengan pembicara) ini		[sound:この_コノ━_0_NHK-2016-260118.mp3]		このシャツ	<b>この</b>シャツ	Kemeja ini	[sound:voicepeak-1d240b6414de4656-260118.mp3]																1.0082			
N5	頻度未定 (Belum Ditentukan)	0b4b7e8e-2ed7-11ef-a183-99ad05e145f0	コピー	①	他動3・名	copy	fotokopi(an); salinan (copy)		[sound:コピー_コ＼ピー_1_NHK-2016-260118.mp3]		会議で書類のコピーを配った	会議[かいぎ]で 書類[しょるい]の<b>コピー</b>を 配[くば]った	Membagikan fotokopi dokumen di rapat	[sound:voicepeak-d6e9e7e086bb4bae-260119.mp3]		コピー機	<b>コピー</b> 機[き]	Mesin fotokopi	[sound:voicepeak-db971663cddd4461-260119.mp3]											1.038			
N5	頻度未定 (Belum Ditentukan)	6660b5a0-679e-11ef-89c9-3b0955f1365d	ごめんなさい	⑤	連語	ごめんなさい	maaf, mohon maaf		[sound:ごめんなさい_ゴメンナサ＼イ_5_Shinmeikai-8-260118.mp3]		遅くなってごめんなさい	遅[おそ]くなって<b>ごめんなさい</b>	Maaf aku terlambat	[sound:voicepeak-71145eb696af4639-260118.mp3]																1.0066			
N5	頻度未定 (Belum Ditentukan)	0b4b96da-2ed7-11ef-a183-99ad05e145f0	これ	⓪	代	これ	(merujuk sesuatu yang dekat dengan pembicara) ini		[sound:これ_コレ━_0_NHK-2016-260118.mp3]		これをください	<b>これ</b>をください	Tolong berikan yang ini	[sound:voicepeak-5c2a4433e8ee41d8-260118.mp3]																1.0077			
N5	頻度未定 (Belum Ditentukan)	0b6c0514-2ed7-11ef-a183-99ad05e145f0	これから	④⓪	名・副	これから	mulai sekarang, setelah ini		[sound:これから_コレカラ━_0_NHK-2016-260118.mp3]		これからはもっと気を付けます	<b>これから</b>はもっと 気[き]を 付[つ]けます	Mulai sekarang aku akan lebih berhati-hati	[sound:voicepeak-1e75d6bc1cac4ad1-260119.mp3]																1.0384			
N5	頻度未定 (Belum Ditentukan)	0b4b9ec8-2ed7-11ef-a183-99ad05e145f0	こんな	⓪	連体・ナ形	こんな	seperti ini, sedemikian		[sound:こんな_コンナ━_0_NHK-2016-260118.mp3]		こんなに面白い本は初めて読んだ	<b>こんなに</b> 面白[おもしろ]い 本[ほん]は 初[はじ]めて 読[よ]んだ	Baru kali ini aku membaca buku semenarik ini	[sound:voicepeak-0c06479a708f4ea4-260118.mp3]																1.0098			
N5	頻度未定 (Belum Ditentukan)	79afe1d0-679e-11ef-89c9-3b0955f1365d	こんにちは	⑤	感	こんにちは	halo, selamat siang		[sound:こんにちは_コンニチハ＼_5_Shinmeikai-8-260118.mp3]		先生こんにちは	先生[せんせい]<b>こんにちは</b>	Selamat siang, Pak/Bu Guru	[sound:voicepeak-311f9b846265451c-260118.mp3]																1.0068			
